Hotel Name,Address,Area,City,District,State,Pincode,Latitude,Longitude
Stay Square Inn Express,"No.42, 19 1st Main Rd",EKKATUTHANGAL,Chennai,CHENNAI,Tamil Nadu,600032,13.025359620819641,80.20514747116383
East Coast Villa,"S12, GVS Homes",VADANEMELLI,Chennai,CHENNAI,Tamil Nadu,603104,12.71509332163719,80.2184941423282
Hotel Manvins Inn,"Municipal Gardens, Church Square Panjim Goa",ALTINHO,Panaji,GOA,Goa,403001,15.499520919914502 ,73.82881687117735
Hotel Gvr Residency,"D.no 6, 9/2, 21-22, 2nd Cross",ARUNDELPET,Guntur,GUNTUR,Andhra Pradesh,522002,16.304591573677808,80.43940548937603
Online Suites,"No.3, 2nd Cross Rd, opp KIADB Quarters",BOMMASANDRA,Bangalore,BENGALURU,Karnataka,560099,12.813963717081968,77.6895231846586
Mayura Galaxy Inn,"Ramaiah Devar inn, Nehruji Salai",SEMBANARKOIL,Mayiladuthurai,MAYILADUTHURAI,Tamil Nadu,609309,11.105444295840245," 79.73783542193308"
Hotel Virat Inn,"767/E, Kudlu Gate, AECS Layout",SINGASANDRA,Bangalore,BENGALURU,Karnataka,560114,12.879785925298242,77.64403351534256
Vedanthangal 3BHK Villa,No.1,KELAMBAKKAM,Chengalpattu,CHENGALPATTU,Tamil Nadu,603103,12.784646444275557,80.2315880576385
Grand Ocean Beach Resort,"No:5,10th Avenue",PANAIYUR,Chennai,CHENNAI,Tamil Nadu,600119,12.881909669697535,80.2471952707521
Fatboy Villa 5BHK,"157/7,Eden Garden ,MGR Salai",UTHANDI,Chennai,CHENNAI,Tamil Nadu,600119,12.865142879524756,80.2399965576718
Hotel Sumi Palace,"MIG 498, New Housing Unit",KURINJI NAGAR,Thanjavur,THANJAVUR,Tamil Nadu,613005,10.750038887991913,79.11442411063727
GT Chamiers Park,"New No.112, Old No 54, Chamiers Road",NANDANAM,Chennai,CHENNAI,Tamil Nadu,600035,13.029419899780889,80.24559993068678
The KG Meridian ,"14, Nettapulli north st, Ambasamudram",AMBASAMUDRAM,Tirunelveli,TIRUNELVELI,Tamil Nadu,627401,8.704084421094153,77.45136624417924
Ramachandraa Residency,"72, BTC Rd, Sripuram",SAIDAPET,Vellore,VELLORE,Tamil Nadu,632012,12.923662100194903,79.14152276692273
Amrita Inn,"No.18, Jawaharlal Nehru Salai",ARUMBAKKAM,Chennai,CHENNAI,Tamil Nadu,600106,13.065074429993272," 80.2114783711638"
Blue Diamond 4BHK Villa,1st Main road,UTHANDI,Chennai,CHENNAI,Tamil Nadu,600119,12.872600145254891,80.24945944541011
Bhimas Residency,"#31-16-9/1A, Road No.1",SATHAVAHANA NAGAR,Kurmannanpalem,VISAKHAPATNAM,Andhra Pradesh,530046,17.68952411077291,83.1659160644174
Hotel Jetway Inn,"No. 06,Sri Durga Aero Vista Layout,Muthugadahalli Village,Jala Hobli,  North Taluk, yelahanka Taluk, banglore north",MUTHUGADAHALLI,Bangalore,BENGALURU,Karnataka,562149,13.181072841504564," 77.67596336692718"
Wayanad Blossom Valley,"Blossom valley, TH Nagar",KALPETTA,Wayanad,WAYANAD,Kerala,673122,11.625555108921768,76.09052440651554
BV Colours,"Begur Rd, Patel Layout, Vishwapriya Nagar",BEGUR,Bangalore,BENGALURU,Karnataka,560114,12.885357802716342,77.62541614232872
Hotel Lotus,"96, Nathan Square",WEST PERUMAL MAISTRY STREET,Madurai,MADURAI,Tamil Nadu,625001,9.919740568870063,78.11252189999999
Manan Paradise ," #40, MCECHA Layout",RK HEGDE NAGAR,Bangalore,BENGALURU,Karnataka,560077,13.06864129375759,77.62830177116373
" Sea Rock Quality Inn and Resorts","11-9-4, plot no. 95, Sea Rock Building, Oota Gadda Rd, Daspalla Hills",PANDURANGAPURAM,Visakhapatnam,VISAKHAPATNAM,Andhra Pradesh,530016,17.715343497584485,83.31487992146388
GT Grande Hotel,"No. 30, 2nd Street, N Boag Rd",T.NAGAR,Chennai,CHENNAI,Tamil Nadu,600017,13.046523037955422,80.24649994417923
Abhis Cottage Yelagiri,Mangala Koot Road,ATHANAVOOR,Yelagiri,TIRUPATHUR,Tamil Nadu,635853,12.581999859953958,78.64950641111275
JJ Residency,"No:3,2nd street",PALLAVARAM,CHENNAI,CHENNAI,Tamil Nadu,600043,12.963894395788603,80.16347150643438
Regenta Inn,"73,1st A Cross Rd, near Maharaja Signal",KORAMANGALA,Bangalore,BENGALURU,Karnataka,560047,12.934828273497109,77.63035041349094
Play N Stay,"Villa No C69, Ocean Drive Villas, Sulerikadu",VADANEMELLI,Chennai,CHENNAI,Tamil Nadu,603104,12.716874546419755,80.21892012147646
Hotel Elite Park Inn,"2, 10-7, Pattabhipuram Rd",STAMBALAGARUVU,Guntur,GUNTUR,Andhra Pradesh,522006,16.313037787636127,80.41415306441816
JK Beach House,"No.315, 10th Avenue",PANAIYUR,Chennai,CHENNAI,Tamil Nadu,600119,12.881653563910968,80.25070073615225
Star Stay Inn,"NH 4, Poonamallee",CHEMBARAMBAKKAM,Chennai,TIRUVALLUR,Tamil Nadu,600123,13.03702929222131,80.04827964232875
Malpans Mansion,"TRA 37, Thenkulam Road, Mekkad P O",ANGAMALY,Ernakulam,ERNAKULAM,Kerala,683589,10.169374114145574,76.36906139386349
SS Silver Oaks Resort,"Plot No-49,3rd Cross",BERRY GARDEN,Yercaud,SALEM,Tamil Nadu,636601,11.775066013001076,78.22520148685184
L.R.R Towers,"36F-1,Palani Road",AYYANKULAM,Dindigul,DINDIGUL,Tamil Nadu,624001,10.366264307431502,77.96262608650754
Sunshine Guest house,Sunshine Guest House,ARAMBOL,Girkarwada,GOA,Goa,403524,15.681204416282696,73.7072889660185
Grand Continent Hotel,"House no 1702 , survey 262/2, Gumal Vaddo",ANJUNA,North Goa,GOA,Goa,403509,15.588374643314516,73.7460242
Vintage Bay Villa,"No.45, 1st Avenue, Seashore Town",PANAIYUR,Chennai,CHENNAI,Tamil Nadu,600119,12.886652205083037,80.24703477640323
Hotel MV Fortune Inn," 18-7-480",SAI BABA ROAD,Guntur,GUNTUR,Andhra Pradesh,522007,16.31512118440066,80.42836953128189
Laguna Villa,"392, 11th Ave",PANAIYUR,Chennai,CHENNAI,Tamil Nadu,600119,12.880734913984282,80.24903235582183
Upstay Villa,"No.75, GVS Homes, East Coast Rd",PERUR,Chennai,CHENGALPATTU,Tamil Nadu,603104,12.71496950148381,80.22001980278283
Skyry Hotels Gandhipuram,"Plot No.253, Sastri Rd,  Ram Nagar, Gandhipuram, Coimbatore, Tamil Nadu",GANDHIPURAM,Coimbatore,COIMBATORE,Tamil Nadu,641018,11.014989414047367,76.96726275767236
Coral Cove Beach Resort,"North Cliff,Indian Artville road",KERALA,Varkala,THIRUVANANTHAPURAM,Kerala,695141,8.740965923566558,76.70258891501756
Tulip Inn,"9,100 Feet Rd, Ashwini Layout",KORAMANGALA,Bangalore,BENGALURU,Karnataka,560047,12.938900200355999,77.62992164232729
Villa 85,Villa 85,VADANEMELLI,Chennai,CHENNAI,Tamil Nadu,603104,12.714977925167133,80.2185301121443
Beach Mannor,"Star Ave, Uthandi, Reddykuppam",KANATHUR,Chennai,CHENNAI,Tamil Nadu,600119,12.865723123068355,80.24646462635724
Foxoso Vega Suite,Sernabatim Colva Road,SERNABATIM,South Goa,GOA,Goa,403708,15.273503933239883,73.92386310799296
White Heaven Beach Resort,7th Avenue,PANAIYUR,Chennai,CHENNAI,Tamil Nadu,600119,12.883186019491701,80.24832574049232
Hotel Galaxy Park,Nehru Outer Ring Road,SHAMSHABAD,Hyderabad,HYDERABAD,Telangana,501218,17.256179700766474,78.3779450857232
Green Castle Resorts,"SH 120, Kannur Main Road",KANNUR VILLAGE,Thiruvallur,KANCHIPURAM,Tamil Nadu,602108,12.98290162064605,79.8440072644085
Icon Beach Resort,"Kanathur, ECR",REDDYKUPPAM,Chennai,CHENNAI,Tamil Nadu,603112,12.846581003703497,80.24506616495177
A R DAFFODIL INN,"A R, 3rd Main Road",MYLASANDRA,Bangalore,BENGALURU,Karnataka,560059,12.917085947566548,77.50019284418133
Sun Shine Hotel,"No 6/1 Sunshine Hotel, Lakshmi road 5th cross",MAHATMA GANDHI ROAD,Bangalore Urban,BENGALURU,Karnataka,560027,12.961293404007725,77.59860152883635
Suncity premiere,"plot A-1 Seepz++ sez, MIDC Central Rd",ANDHERI,Mumbai,MUMBAI,Maharashtra,400096,19.128655224333674,72.8778467846546
Maxxi Villa,"110/42, 4th cross street",PONNIAMANMEDU,Chennai,CHENNAI,Tamil Nadu,600110,13.059942000937832,80.18895305767268
Sri Raghavendra Lodge,"4-131/1, Dream Land Colony",FAROOQ NAGAR,Hyderabad,HYDERABAD,Telangana,509216,17.05694151729919,78.20412264917981
Hotel Partha Residency,"No.14, Above KFC, Devasandra Main Road",KRISHNARAJAPURAM,Bangalore,BENGALURU,Karnataka,560036,13.004697753760954,77.71164496930987
Mayuri Residency Hotel - The Premier Hotel ,"No 35/7, Nagaraj Building, Hosur Road",YADAVANAHALLI,Bangalore,BENGALURU,Karnataka,562107,12.786786724004568,77.74860611534505
Hotel Ambika,"1/11,Southcar Street",V.O.C NAGAR,Rameswaram,RAMANATHAPURAM,Tamil Nadu,623526,9.287034699754583,79.31834122883618
Paradise Eden Villa,"No. 73, Pallavan street",ARIYANKUPPAM,Pondicherry,PUDUCHERRY,Puducherry,605007,11.887559721806113,79.8021983153436
R&B Villa,"No.17, Royal Majestic Compound, East Coast Rd",VADANEMMELI,Chennai,CHENNAI,Tamil Nadu,603104,12.711972040295933,80.21666952204538
Budha Beach Resort,"No.10, Downing Street",MUTTUKADU,Chennai,CHENNAI,Tamil Nadu,603112,12.833740691224168,80.2477412711638
Foxoso Luxury Camps Jaisalmer,Sam jaisalmer road,SALKHA,Jaisalmer,JAISALMER,Rajasthan,345001,26.897349515925036,70.59914601349095
House of Pearl,"SH 49, 2nd Ave",J NAGAR,Chennai,CHENNAI,Tamil Nadu,600119,12.88590764715956,80.24845239993815
Challas VA Mansion,"Plot 439, Road 45, Gopanpalle",GACHIBOWLI,Hyderabad,HYDERABAD,Telangana,500032,17.432359162407415,78.31147080888732
Lush Garden Resort 1,Panchayat road,THIRUVIDANTHAI,Chennai,KANCHIPURAM,Tamil Nadu,603112,12.775544246047946,80.24455687054541
Grand Continent Hotel,"3rd Main Rd, Chanukya Layout",NAGAVARA,Bangalore,BENGALURU,Karnataka,560045,13.041017464407144,77.62002084232729
Hotel Royal Stay,"67, 1st Main Road Garudachar Palya, Mahadevapura",KRISHNARAJAPURAM,Bangalore Urban,BENGALURU,Karnataka,560066,12.995053,77.697133
Foxoso Misty Oaks,Shyamket Road,SHYAMKET ROAD,Bhowali,NAINITAL,Uttarakhand,263132,29.38542134953842,79.5289484
Casanova Beach house,"No 7 Panaiyur, 2nd Ave",J NAGAR,Chennai,CHENNAI,Tamil Nadu,600119,12.886132500168646,80.24823432591377
Challas Saagi Mansion,"Indra Nagar, Madhava Reddy Colony",GACHIBOWLI,Hyderabad,HYDERABAD,Telangana,500032,17.437554605256686,78.3559653
Lush Garden Resort 4,Panchayat road,THIRUVIDANTHAI,Chennai,KANCHIPURAM,Tamil Nadu,603112,12.775544246047946,80.24455687054541
Lush Garden Resort 3,Panchayat road,THIRUVIDANTHAI,Chennai,KANCHIPURAM,Tamil Nadu,603112,12.775544246047946,80.24455687054541
Lush Garden Resort 2,Panchayat road,THIRUVIDANTHAI,Chennai,KANCHIPURAM,Tamil Nadu,603112,12.775544246047946,80.24455687054541
Nova Beach House 2BHK,"Kove Beach Villa,Padavattaman Kovil street",KOVALAM,Chennai,CHENNAI,Tamil Nadu,603112,12.792286183048963,80.25010636440132
Foxoso Sonnet,Panchayat road,ANJUNA,North Goa,GOA,Goa,403509,15.592862548495297,73.75156802883635
Villa Ruk,"No: A4&A5, Krishna Avenue",VEERAMPATTINAM,Pondicherry,PUDUCHERRY,Puducherry,605007,11.899850568890564,79.82255344418013
Era Nest,"NO: 4&5,Valluvar Salai",RAMAPURAM,Chennai,CHENNAI,Tamil Nadu,600089,13.031469416492119,80.18398087292536
Nova Beach House 2BHK,"2/154,ECR Main road",UTHANDI,Chennai,CHENNAI,Tamil Nadu,600119,12.863701825290054,80.24007073479542
Foxoso Vega Colva,"Madel, Sernabatim Colva Road",SEMABATIM,South Goa,GOA,Goa,403708,15.273709171245544,73.92442682883635
Grand Continent Hotel,Ramasamy Street Dhandapani Street,T.NAGAR,Chennai,CHENNAI,Tamil Nadu,600017,13.037556033086428,80.23403014232731
Grand Continent Hotel,"House no 1702 , survey 262/2, Gumal Vaddo",ANJUNA,North Goa,GOA,Goa,403509,15.588374643314516,73.7460242
Green Palace Inn,21/21,T.NAGAR,Chennai,CHENNAI,Tamil Nadu,600017,13.042681595342593,80.23363708811453
Foxoso Hotel Delhi Airport,"10 A, near Vishal Mega Mart, L block",MAHILAPUR,Delhi,NEW DELHI,Delhi,110037,28.546373603206053,77.12389462883635
Hotel Sai Prakash,5-4-427/434,NAMPALLY,Hyderabad,HYDERABAD,Telangana,500001,17.390664378329923,78.47082495682731
Green Palace Inn 3BHK,"NO:31,Allieds Prithvi Castle Crescent Road",T.NAGAR,Chennai,CHENNAI,Tamil Nadu,600017,13.04492494052523,80.24201339573293
Kishore Beach House 3BHK,Kishore Beach House,KANATHUR,Chennai,CHENNAI,Tamil Nadu,603305,12.40803701684198,80.11334139999998
Hotel Surguru,"104, Sardar Vallabbhai Patel Salai",THIRUVALLUVAR NAGAR,Pondicherry,PUDUCHERRY,Puducherry,605001,11.94227334494118,79.82982667116437
Royal Experiences Grand,"3/59, VGP 3rd Main Rd",UTHANDI,Chennai,CHENNAI,Tamil Nadu,600119,12.86773838461032,80.24873882553706
The Grand Krishna Rooms,"77, Hosur Road, Near to Ayyappa Temple",MADIWALA,Bangalore Urban,BENGALURU,Karnataka,560068,12.923373,77.618747
Hotel Vetrivel International By Brown Tree Resorts,"3/7-A, Convent road",KODAIKANAL,Kodaikanal,DINDIGUL,Tamil Nadu,624101,10.240287852192123,77.48621601154144
Maison Sakee,"No.9, Jeevanandham Street",MAHATMA GANDHI ROAD,Pondicherry,PUDUCHERRY,Puducherry,605001,11.928000792272229,79.82718260000001
Pyolliv stays,"No: 56, Ramamoorthi Ave Main Rd, Sakthinagar",PORUR,Chennai,CHENNAI,Tamil Nadu,600116,13.029662894358902,80.1630553
Sai Alaukik Hotels,"BayJabai Kote Marg, Survey Number  5/24",NEW PIMPALWADI ROAD,Shirdi,AHMED NAGAR,Maharashtra,423109,19.76845117607885,74.4796782
Regenta Inn Grand,"No:3, 80 Feet Rd, near 91 Spring Board",KORAMANGALA,Bangalore,BENGALURU,Karnataka,560095,12.943603040274938,77.62141601349096
Laf stays,"No: 56, Ramamoorthi Ave Main Rd, Sakthinagar ",PORUR,Chennai,CHENNAI,Tamil Nadu,600116,13.029662894358902,80.1630553
Hotel Amulya Relax Inn,"Bagalur Main road, Dwaraka Nagar",DWARAKA NAGAR,Bangalore,BENGALURU,Karnataka,560064,13.121639860184121,77.61835544232747
Apex Inn Manyata,"Mestry Palya, Rachenahalli Rd",KEMPANNAHALLI,Bangalore,BENGALURU,Karnataka,560077,13.06109100771272,77.61895405767254
Hotel Chandana Deluxe,"77/8, Konappana Agrahara",ELECTRONIC CITY,Bangalore,BENGALURU,Karnataka,560100,12.852383100000008,77.66663170674622
Metro Stays,"Sankhla Complex, Dodda Banaswadi Main Road",BANASWADI,Bangalore,BENGALURU,Karnataka,560033,13.009248728787778,77.64259141349119
D M Residency,"410, Jalahalli, Rajarajeshwari Nagar",JALAHALLI,Bangalore,BENGALURU,Karnataka,560013,13.04380532635328,77.5526496865088
Spruce Hotels," No 281, PNC Aspire, 7th Main Road, IBLUR",BELLANDUR,Bangalore,BENGALURU,Karnataka,560103,12.926041466384051,77.66667036840619
Dhruvin Residency,"S186, Santhosapuram, 6th Sector",HSR LAYOUT,Bangalore,BENGALURU,Karnataka,560102,12.918533847167481,77.6241552441809
R R Comforts,"9th Cross Rd, Rajarajeshwari nagar",NELAMANGALA,Bangalore,BENGALURU,Karnataka,560098,12.906986779789023,77.51215628042041
Seven Olives Hotel,"57/58, Popular Colony, 7th Sector",HSR LAYOUT,Bangalore,BENGALURU,Karnataka,560068,12.906054,77.632198
De Royale Sapphire Suites,"13, Whitefield Main Rd, Maheswari Nagar",MAHADEVAPURA,Bangalore,BENGALURU,Karnataka,560048,12.996388723342328,77.69126471534359
BLR Pods,"No 2, 4th Floor, 1, ITPL Main Rd, AECS Layout",BROOKEFIELD,Bangalore,BENGALURU,Karnataka,560037,12.962790847097963,77.7167815576718
Hotel Diamond Palace,"61, 2nd cross St, Zuzuvadi, 1st Stage, BTM Layout",MADIWALA,Bangalore,BENGALURU,Karnataka,560068,12.926131,77.616300
Sry Comfort Residence,"0130-2A, Lane Road, Ramegowda Colony",CHANNASANDRA,Bangalore,BENGALURU,Karnataka,560067,12.985290426500203,77.76621767116366
Hotel GS Suites,"15,1st cross,Tavarekere Main Road",KORAMANGALA,Bangalore Urban,BENGALURU,Karnataka,560030,12.933861,77.610070
The Royal Suites,"#28/143,8th main, 1st 'A' cross",BTM LAYOUT,Bangalore,BENGALURU,Karnataka,560029,12.917358604635552,77.60290937116409
